,tradedate,ICmIH,signal_x,signal_y,signal,ret,cum,fee_cum,fee,fee_ret
325,2016-08-15,-0.006399113118320976,0.0,-1.0,0.0,-0.0,1.5065514236702728,1.4043973321186314,0.0,-0.0
326,2016-08-16,0.017747380205341612,0.0,1.0,0.0,0.0,1.5065514236702728,1.4043973321186314,0.0,0.0
327,2016-08-17,0.0049617226227763895,1.0,-1.0,0.0,0.0,1.5065514236702728,1.4043973321186314,0.0,0.0
328,2016-08-18,0.004797192515300197,1.0,1.0,1.0,0.004797192515300197,1.5137786408838185,1.410572737555931,0.0004,0.004397192515300197
329,2016-08-19,-0.0012346947946373366,1.0,1.0,1.0,-0.0012346947946373366,1.5119095862756862,1.4088311107394134,0.0,-0.0012346947946373366
330,2016-08-22,-0.005365889880272201,-1.0,1.0,0.0,-0.0,1.5119095862756862,1.4082675782951177,0.0004,-0.0004
331,2016-08-23,-0.002794210002822984,-1.0,-1.0,-1.0,0.002794210002822984,1.5161341791650218,1.411639266617723,0.0004,0.002394210002822984
332,2016-08-24,0.0052724646111791396,0.0,1.0,0.0,0.0,1.5161341791650218,1.411074610911076,0.0004,-0.0004
333,2016-08-25,0.00042580837215178136,1.0,1.0,1.0,0.00042580837215178136,1.5167797617918157,1.4111110284497685,0.0004,2.5808372151781337e-05
334,2016-08-26,0.000415057898382698,-1.0,-1.0,-1.0,-0.000415057898382698,1.516150210371577,1.4093964468491558,0.0008,-0.001215057898382698
335,2016-08-29,0.010267533295659548,0.0,1.0,0.0,0.0,1.516150210371577,1.408832688270416,0.0004,-0.0004
