,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,fee_ret,cum,fee_cum
919,IC1901.CCFX,2019-01-17,IH1901.CCFX,4338.2,4330.6,-0.0017518786593516689,4307.4,-0.005357225326744763,2384.8,2381.4,-0.0014256960751426462,2370.4,-0.004619131603258553,-0.0003261825842090227,-1.0,-0.0007380937234862106,0.0007380937234862106,0.0003380937234862106,3.1312041609697845,2.1687670075470113
920,IC1902.CCFX,2019-01-18,IH1902.CCFX,4303.6,4307.6,0.0009294544102611546,4341.0,0.0077537375800909025,2386.6,2386.2,-0.00016760244699576266,2415.2,0.01215321431564842,0.0010970568572569173,1.0,-0.004399476735557517,-0.004399476735557517,-0.004799476735557517,3.117428501109317,2.158358060749445
921,IC1902.CCFX,2019-01-21,IH1902.CCFX,4349.6,4347.2,-0.0005517748758507857,4360.0,0.002944423997055523,2414.8,2423.0,0.003395726354149309,2434.0,0.004539826661163815,-0.0039475012300000945,-1.0,-0.001595402664108292,0.001595402664108292,0.001195402664108292,3.122402054845154,2.1609381677253645
922,IC1902.CCFX,2019-01-22,IH1902.CCFX,4356.0,4346.4,-0.0022038567493113392,4294.2,-0.012009939260077318,2432.8,2428.4,-0.0018086155869779796,2405.6,-0.00938889803986176,-0.0003952411623333596,-1.0,-0.0026210412202155586,0.0026210412202155586,0.0022210412202155584,3.130585999336989,2.1657377004702196
923,IC1902.CCFX,2019-01-23,IH1902.CCFX,4290.6,4294.8,0.0009788840721576264,4302.6,0.0018161497625035494,2404.0,2408.2,0.0017470881863559384,2396.4,-0.004899925255377302,-0.000768204114198312,-1.0,0.0067160750178808515,-0.0067160750178808515,-0.007116075017880852,3.1095607489155146,2.150326148524621
924,IC1902.CCFX,2019-01-24,IH1902.CCFX,4308.0,4296.6,-0.00264623955431742,4330.8,0.007959782153330597,2403.0,2405.6,0.001081980857261744,2413.8,0.003408713002993169,-0.003728220411579164,-1.0,0.004551069150337428,-0.004551069150337428,-0.004951069150337428,3.0954089229200252,2.1396797350674968
925,IC1902.CCFX,2019-01-25,IH1902.CCFX,4336.6,4337.6,0.000230595397315847,4310.0,-0.00636296569531547,2424.0,2433.0,0.003712871287128605,2441.0,0.0032881216605014085,-0.003482275889812758,-1.0,-0.009651087355816879,0.009651087355816879,0.00925108735581688,3.1252829848371015,2.1594740992100774
926,IC1902.CCFX,2019-01-28,IH1902.CCFX,4339.0,4339.8,0.00018437427978801324,4291.6,-0.011106502603806634,2456.8,2467.2,0.004233148811461973,2440.0,-0.011024643320363126,-0.00404877453167396,-1.0,-8.185928344350835e-05,8.185928344350835e-05,-0.0003181407165564917,3.1255388182627986,2.1587870825727697
927,IC1902.CCFX,2019-01-29,IH1902.CCFX,4291.0,4273.0,-0.004194826380797045,4242.4,-0.007161245026913288,2437.0,2433.0,-0.0016413623307345304,2458.8,0.010604192355117226,-0.002553464050062515,-1.0,-0.017765437382030513,0.017765437382030513,0.017365437382030512,3.1810653824237516,2.1962753644763233
928,IC1902.CCFX,2019-01-30,IH1902.CCFX,4215.0,4215.2,4.7449584816172674e-05,4201.8,-0.0031789713418105547,2448.2,2447.0,-0.0004901560330037302,2448.6,0.0006538618716795952,0.0005376056178199029,1.0,-0.00383283321349015,-0.00383283321349015,-0.00423283321349015,3.168872889371714,2.186978897167598
929,IC1902.CCFX,2019-01-31,IH1902.CCFX,4210.0,4218.6,0.0020427553444182234,4183.6,-0.008296591286208743,2458.4,2463.8,0.0021965506020176218,2486.8,0.009335173309521938,-0.00015379525759939838,-1.0,-0.01763176459573068,0.01763176459573068,0.01723176459573068,3.2247457101909087,2.2246644026994207
