,tradedate,ICmIH_f,dbasis,signal,ret,cum
0,2015-04-20,0.015414229604263837,241.23000000000047,1.0,0.015414229604263837,1.0
1,2015-04-21,0.040274930949332134,200.03999999999996,1.0,0.040274930949332134,1.0402749309493322
2,2015-04-22,-0.016813382137487044,-8.070000000000164,-1.0,0.016813382137487044,1.0577654708914312
3,2015-04-23,0.02140777327265628,142.4100000000003,1.0,0.02140777327265628,1.0804098742679196
4,2015-04-24,0.01810194152574521,139.50000000000045,1.0,0.01810194152574521,1.0999673906357552
5,2015-04-27,-0.03613828829897205,100.92999999999938,1.0,-0.03613828829897205,1.0602164519534922
6,2015-04-28,-0.0028976004734522914,214.9699999999998,1.0,-0.0028976004734522914,1.0571443682603499
7,2015-04-29,0.016494280039401156,123.94999999999982,1.0,0.016494280039401156,1.074581203512512
8,2015-04-30,0.012238040044084509,137.9699999999989,1.0,0.012238040044084509,1.0877319713117186
9,2015-05-04,-0.00015495381450544008,149.7800000000011,1.0,-0.00015495381450544008,1.0875634230936042
10,2015-05-05,0.009443667223116674,164.46999999999844,1.0,0.009443667223116674,1.0978340101453339
11,2015-05-06,-0.009631569616328977,68.5300000000002,1.0,-0.009631569616328977,1.0872601454494455
12,2015-05-07,-0.0028357110770072967,56.179999999999836,1.0,-0.0028357110770072967,1.084176989811406
13,2015-05-08,0.036502869474859055,8.399999999999636,1.0,0.036502869474859055,1.1237525609581374
14,2015-05-11,0.01956999313569597,19.44000000000142,1.0,0.01956999313569597,1.145744390862309
15,2015-05-12,0.013863732975688495,59.289999999999964,1.0,0.013863732975688495,1.161628685155617
16,2015-05-13,0.021172591647193508,84.57000000000107,1.0,0.021172591647193508,1.1862233749520832
17,2015-05-14,0.00614903770914702,113.23000000000093,1.0,0.00614903770914702,1.1935175072161353
18,2015-05-15,0.0173651337981829,53.81999999999971,1.0,0.0173651337981829,1.214243098419417
19,2015-05-18,0.04915175738110444,144.08000000000038,1.0,0.04915175738110444,1.2739252805946086
20,2015-05-19,-0.02181996299527188,76.20000000000073,1.0,-0.02181996299527188,1.246128278113293
21,2015-05-20,0.017500189880887692,30.94000000000051,1.0,0.017500189880887692,1.2679357595962193
22,2015-05-21,0.0335299274734032,12.880000000000564,1.0,0.0335299274734032,1.310449553656415
23,2015-05-22,-0.03429098504030985,-74.88000000000102,-1.0,0.03429098504030985,1.3553861596969279
24,2015-05-25,-0.0103458780020122,91.10999999999922,1.0,-0.0103458780020122,1.3413634998430877
25,2015-05-26,0.055519170475207234,137.13999999999987,1.0,0.055519170475207234,1.4158348886600967
26,2015-05-27,0.008024252108448244,-127.41000000000076,-1.0,-0.008024252108448244,1.4044738725695514
27,2015-05-28,0.013885369329037237,-2.5999999999994543,-1.0,-0.013885369329037237,1.3849722341359398
28,2015-05-29,0.02894866332381814,-68.80000000000064,-1.0,-0.02894866332381814,1.3448791392171022
29,2015-06-01,0.01966775190909996,-146.88999999999987,-1.0,-0.01966775190909996,1.3184283899592564
30,2015-06-02,0.032499225075025444,-445.61000000000104,-1.0,-0.032499225075025444,1.275580488968667
31,2015-06-03,0.0023305127637063237,-326.71000000000004,-1.0,-0.0023305127637063237,1.2726077323579907
32,2015-06-04,-0.06064601140384755,-116.8400000000006,-1.0,0.06064601140384755,1.349786315407198
33,2015-06-05,0.027619327686048644,170.37999999999874,1.0,0.027619327686048644,1.3870665059585736
34,2015-06-08,-0.1012938504741985,196.33000000000084,1.0,-0.1012938504741985,1.246565198706237
35,2015-06-09,0.04294409556635167,504.6099999999997,1.0,0.04294409556635167,1.3000978137291657
36,2015-06-10,0.04173087401648541,315.1400000000003,1.0,0.04173087401648541,1.3543520318030056
37,2015-06-11,0.02585242494171729,214.8800000000001,1.0,0.02585242494171729,1.3893653160498551
38,2015-06-12,0.0018596326906596876,121.37000000000171,1.0,0.0018596326906596876,1.3919490252108502
39,2015-06-15,0.024093550395579272,173.03999999999996,1.0,0.024093550395579272,1.4254860191978451
40,2015-06-16,-0.013127163729993098,105.60999999999922,1.0,-0.013127163729993098,1.406773430829019
41,2015-06-17,0.014177483877663937,54.590000000000146,1.0,0.014177483877663937,1.4267179384641235
42,2015-06-18,0.00473611624295333,60.83999999999969,1.0,0.00473611624295333,1.4334750404665964
43,2015-06-19,-0.013397144544253486,75.68999999999915,1.0,-0.013397144544253486,1.4142705681488859
44,2015-06-23,-0.05561988575275267,-45.65000000000009,-1.0,0.05561988575275267,1.4929321355728074
45,2015-06-24,-0.0008409010985541178,163.7199999999989,1.0,-0.0008409010985541178,1.4916767272999374
46,2015-06-25,-0.02618825928832769,208.58999999999924,1.0,-0.02618825928832769,1.4526123103910427
47,2015-06-26,-0.0017061958494073574,499.71000000000004,1.0,-0.0017061958494073574,1.4501338692962555
48,2015-06-29,-0.08664795494750267,402.3699999999999,1.0,-0.08664795494750267,1.324482735121626
49,2015-06-30,0.0016539970203388599,692.6700000000001,1.0,0.0016539970203388599,1.3266734256190074
50,2015-07-01,-0.04700556075365448,537.7900000000004,1.0,-0.04700556075365448,1.2643123973108141
51,2015-07-02,0.004700119734705972,861.8600000000001,1.0,0.004700119734705972,1.2702548169602483
52,2015-07-03,0.018393760501890986,193.45000000000027,1.0,0.018393760501890986,1.2936195798397885
53,2015-07-06,-0.057187774707000864,-35.58000000000038,-1.0,0.057187774707000864,1.3675988049282315
54,2015-07-07,-0.12061182066666665,-197.19999999999982,-1.0,0.12061182066666665,1.532547386732183
55,2015-07-08,0.0039651933871276,181.8800000000001,1.0,0.0039651933871276,1.5386242334955131
56,2015-07-09,-0.00048203486035659765,536.9899999999993,1.0,-0.00048203486035659765,1.5378825629779789
57,2015-07-10,0.06307029159012234,314.4700000000007,1.0,0.06307029159012234,1.634877264656365
58,2015-07-13,0.06918135070802246,-8.029999999999745,-1.0,-0.06918135070802246,1.5217742472456006
59,2015-07-14,0.04082906321644458,55.98999999999978,1.0,0.04082906321644458,1.5839068641875484
60,2015-07-15,-0.06488367370176583,163.59000000000015,1.0,-0.06488367370176583,1.4811371680376164
61,2015-07-16,0.036041317636771326,219.35000000000036,1.0,0.036041317636771326,1.5345193031744881
62,2015-07-17,0.042006570763084464,64.71000000000004,1.0,0.042006570763084464,1.5989791968706064
63,2015-07-20,-0.015365084689268997,72.02999999999929,1.0,-0.015365084689268997,1.5744107460943102
64,2015-07-21,0.02567226099446564,434.1399999999999,1.0,0.02567226099446564,1.6148294296805348
